0.1130,0.1274
0.1131,0.0319
0.1131,0.0338
0.1133,0.0301
0.1139,0.0211
0.1140,0.0272
0.1137,0.0349
0.1133,0.0378
0.1128,0.0405
0.1122,0.0463
0.1116,0.0485
0.1107,0.0577
0.1096,0.0662
0.1091,0.0592
0.1083,0.0676
0.1081,0.0618
0.1079,0.0607
0.1077,0.0638
0.1070,0.0727
0.1130,0.1274
0.1131,0.0319
0.1131,0.0338
0.1133,0.0301
0.1139,0.0211
0.1140,0.0272
0.1137,0.0349
0.1133,0.0378
0.1128,0.0405
0.1122,0.0463
0.1116,0.0485
0.1107,0.0577
0.1096,0.0662
0.1091,0.0592
0.1083,0.0676
0.1081,0.0618
0.1079,0.0607
0.1077,0.0638
0.1070,0.0727
0.1059,0.0852
0.1044,0.0980
0.1028,0.1076
0.1016,0.1081
0.1003,0.1170
0.0997,0.1100
0.0994,0.1064
0.0989,0.1129
0.0979,0.1244
0.0970,0.1287
0.0963,0.1299
0.0954,0.1375
0.0947,0.1368
0.0942,0.1390
0.0930,0.1555
0.0916,0.1652
0.0905,0.1667
0.0897,0.1681
0.0894,0.1610
0.1130,0.1274
0.1131,0.0319
0.1131,0.0338
0.1133,0.0301
0.1139,0.0211
0.1140,0.0272
0.1137,0.0349
0.1133,0.0378
0.1128,0.0405
0.1122,0.0463
0.1116,0.0485
0.1107,0.0577
0.1096,0.0662
0.1091,0.0592
0.1083,0.0676
0.1081,0.0618
0.1079,0.0607
0.1077,0.0638
0.1070,0.0727
0.1059,0.0852
0.1044,0.0980
0.1028,0.1076
0.1016,0.1081
0.1003,0.1170
0.0997,0.1100
0.0994,0.1064
0.0989,0.1129
0.0979,0.1244
0.0970,0.1287
0.0963,0.1299
0.0954,0.1375
0.0947,0.1368
0.0942,0.1390
0.0930,0.1555
0.0916,0.1652
0.0905,0.1667
0.0897,0.1681
0.0894,0.1610
0.0895,0.1553
0.0890,0.1669
0.0889,0.1609
0.0886,0.1655
0.0886,0.1597
0.0881,0.1730
0.0872,0.1820
0.0863,0.1876
0.0858,0.1861
0.0855,0.1824
0.0850,0.1898
0.0846,0.1899
0.0846,0.1847
0.0847,0.1812
0.0847,0.1827
0.0845,0.1878
0.0846,0.1823
0.0852,0.1697
0.0858,0.1665
0.1130,0.1274
0.1131,0.0319
0.1131,0.0338
0.1133,0.0301
0.1139,0.0211
0.1140,0.0272
0.1137,0.0349
0.1133,0.0378
0.1128,0.0405
0.1122,0.0463
0.1116,0.0485
0.1107,0.0577
0.1096,0.0662
0.1091,0.0592
0.1083,0.0676
0.1081,0.0618
0.1079,0.0607
0.1077,0.0638
0.1070,0.0727
0.1059,0.0852
0.1044,0.0980
0.1028,0.1076
0.1016,0.1081
0.1003,0.1170
0.0997,0.1100
0.0994,0.1064
0.0989,0.1129
0.0979,0.1244
0.0970,0.1287
0.0963,0.1299
0.0954,0.1375
0.0947,0.1368
0.0942,0.1390
0.0930,0.1555
0.0916,0.1652
0.0905,0.1667
0.0897,0.1681
0.0894,0.1610
0.0895,0.1553
0.0890,0.1669
0.0889,0.1609
0.0886,0.1655
0.0886,0.1597
0.0881,0.1730
0.0872,0.1820
0.0863,0.1876
0.0858,0.1861
0.0855,0.1824
0.0850,0.1898
0.0846,0.1899
0.0846,0.1847
0.0847,0.1812
0.0847,0.1827
0.0845,0.1878
0.0846,0.1823
0.0852,0.1697
0.0858,0.1665
0.0857,0.1789
0.0853,0.1864
0.0850,0.1860
0.0844,0.1940
0.0838,0.1977
0.0834,0.1967
0.0834,0.1900
0.0840,0.1775
0.0846,0.1753
0.0846,0.1822
0.0850,0.1746
0.0857,0.1678
0.0862,0.1651
0.0858,0.1834
0.0855,0.1832
0.0851,0.1870
0.0849,0.1855
0.0850,0.1803
0.0849,0.1839
0.1130,0.1274
0.1131,0.0319
0.1131,0.0338
0.1133,0.0301
0.1139,0.0211
0.1140,0.0272
0.1137,0.0349
0.1133,0.0378
0.1128,0.0405
0.1122,0.0463
0.1116,0.0485
0.1107,0.0577
0.1096,0.0662
0.1091,0.0592
0.1083,0.0676
0.1081,0.0618
0.1079,0.0607
0.1077,0.0638
0.1070,0.0727
0.1059,0.0852
0.1044,0.0980
0.1028,0.1076
0.1016,0.1081
0.1003,0.1170
0.0997,0.1100
0.0994,0.1064
0.0989,0.1129
0.0979,0.1244
0.0970,0.1287
0.0963,0.1299
0.0954,0.1375
0.0947,0.1368
0.0942,0.1390
0.0930,0.1555
0.0916,0.1652
0.0905,0.1667
0.0897,0.1681
0.0894,0.1610
0.0895,0.1553
0.0890,0.1669
0.0889,0.1609
0.0886,0.1655
0.0886,0.1597
0.0881,0.1730
0.0872,0.1820
0.0863,0.1876
0.0858,0.1861
0.0855,0.1824
0.0850,0.1898
0.0846,0.1899
0.0846,0.1847
0.0847,0.1812
0.0847,0.1827
0.0845,0.1878
0.0846,0.1823
0.0852,0.1697
0.0858,0.1665
0.0857,0.1789
0.0853,0.1864
0.0850,0.1860
0.0844,0.1940
0.0838,0.1977
0.0834,0.1967
0.0834,0.1900
0.0840,0.1775
0.0846,0.1753
0.0846,0.1822
0.0850,0.1746
0.0857,0.1678
0.0862,0.1651
0.0858,0.1834
0.0855,0.1832
0.0851,0.1870
0.0849,0.1855
0.0850,0.1803
0.0849,0.1839
0.0850,0.1800
0.0854,0.1714
0.0860,0.1669
0.0855,0.1852
0.0855,0.1797
0.0856,0.1752
0.0863,0.1631
0.0870,0.1595
0.0870,0.1696
0.0868,0.1739
0.0870,0.1662
0.0872,0.1659
0.0866,0.1820
0.0857,0.1912
0.0857,0.1776
0.0862,0.1662
0.0867,0.1650
0.0864,0.1765
0.0867,0.1668
0.1130,0.1274
0.1131,0.0319
0.1131,0.0338
0.1133,0.0301
